	AC	AL	DE	DR	EN	GS	ID	LENG	NC	TC
TIGR00751	TIGR00751	NA	1,4-dihydroxy-2-naphthoate octaprenyltransferase	EXPERIMENTAL; EGAD|22028|EC3930; Escherichia coli	1,4-dihydroxy-2-naphthoate octaprenyltransferase	menA	menA	284	88.15 88.15	102.15 102.15
TIGR02282	TIGR02282	clustalw_manual	lytic murein transglycosylase B	EXPERIMENTAL; SP:P41052; Escherichia coli	lytic murein transglycosylase B	mltB	MltB	290	222.40 222.40	281.40 281.40
TIGR04135	TIGR04135	muscle_manual	Cys-rich radical SAM target, FibroRumin family	NA	Cys-rich radical SAM target, FibroRumin family	NA	FibroRuminTarg	52	35.00 30.00	45.00 45.00
TIGR02905	TIGR02905	muscle	spore coat protein YutH	NA	spore coat protein YutH	yutH	spore_yutH	313	79.55 79.55	215.05 215.05
TIGR03230	TIGR03230	muscle	lipoprotein lipase	NA	lipoprotein lipase	NA	lipo_lipase	442	658.90 658.90	822.75 822.75
TIGR04149	TIGR04149	muscle_manual	natural product precursor, GG-Bacteroidales family	NA	natural product precursor, GG-Bacteroidales family	NA	GG_sam_targ_CFB	43	22.00 22.00	25.00 25.00
TIGR03017	TIGR03017	muscle	chain length determinant protein EpsF	NA	chain length determinant protein EpsF	epsF	EpsF	444	328.55 328.55	422.75 422.75
TIGR03949	TIGR03949	muscle_manual	class IIb bacteriocin, lactobin A/cerein 7B family	NA	class IIb bacteriocin, lactobin A/cerein 7B family	NA	bact_IIb_cerein	45	21.00 21.00	21.50 21.50
TIGR02332	TIGR02332	clustalw	4-hydroxyphenylacetate permease	NA	4-hydroxyphenylacetate permease	hpaX	HpaX	412	527.90 527.90	615.40 615.40
TIGR00398	TIGR00398	clustalw_manual	methionine--tRNA ligase	HAMAP; MF_01228; 38 of 38	methionyl-tRNA synthetase	metG	metG	530	216.40 216.40	336.35 336.35
TIGR04361	TIGR04361	muscle_manual	entry exclusion protein TrbK	NA	entry exclusion protein TrbK, Ti-type	NA	TrbK_Ti	64	40.00 40.00	50.00 50.00
TIGR00316	TIGR00316	clustalw	CO dehydrogenase/CO-methylating acetyl-CoA synthase complex, beta subunit	HAMAP; MF_01138; 10 of 10	CO dehydrogenase/CO-methylating acetyl-CoA synthase complex, beta subunit	cdhC	cdhC	460	355.55 355.55	355.95 355.95
TIGR01679	TIGR01679	clustalw	FAD-linked oxidoreductase	PROSITE; PS00862; OX2_COVAL_FAD	FAD-linked oxidoreductase	NA	bact_FAD_ox	419	290.20 290.20	292.25 292.25
TIGR01455	TIGR01455	clustalw	phosphoglucosamine mutase	HAMAP; MF_01554; 469 of 502	phosphoglucosamine mutase	glmM	glmM	442	339.25 339.25	447.55 447.55
TIGR03024	TIGR03024	manual	PEF-CTERM protein sorting domain	NA	PEF-CTERM protein sorting domain	NA	arch_PEF_CTERM	25	22.00 21.50	23.00 23.00
TIGR04354	TIGR04354	muscle_manual	amphi-Trp domain	NA	amphi-Trp domain	NA	amphi-Trp	67	28.00 28.00	31.00 31.00
TIGR02953	TIGR02953	muscle_manual	pentapeptide MXKDX repeat protein	NA	pentapeptide MXKDX repeat protein	NA	penta_MxKDx	78	24.05 24.05	41.00 41.00
TIGR00303	TIGR00303	clustalw	TIGR00303 family protein	HAMAP; MF_01086; 28 of 34	TIGR00303 family protein	NA	TIGR00303	334	175.85 175.85	229.95 229.95
TIGR00632	TIGR00632	NA	DNA mismatch endonuclease Vsr	SWISSPROT; P09184;	DNA mismatch endonuclease Vsr	vsr	vsr	119	44.85 44.85	97.85 97.85
TIGR03543	TIGR03543	muscle_manual	DivIVA domain repeat protein	NA	DivIVA domain repeat protein	NA	divI1A_rptt_fam	178	46.95 46.95	154.20 154.20
TIGR02534	TIGR02534	clustalw	muconate and chloromuconate cycloisomerases	URL; http://www.brenda.uni-koeln.de/php/result_flat.php4?ecno=5.5.1.1	muconate and chloromuconate cycloisomerases	NA	mucon_cyclo	368	276.75 276.75	334.95 334.95
TIGR03032	TIGR03032	muscle	TIGR03032 family protein	NA	TIGR03032 family protein	NA	TIGR03032	335	71.30 71.30	251.50 251.50
TIGR00684	TIGR00684	clustalw	nitrate reductase molybdenum cofactor assembly chaperone	NA	nitrate reductase molybdenum cofactor assembly chaperone	narJ	narJ	152	48.55 48.55	59.35 59.35
TIGR04259	TIGR04259	muscle_manual	oxalate/formate antiporter	NA	oxalate/formate antiporter	oxlT	oxa_formateAnti	405	290.00 290.00	335.00 335.00
TIGR02924	TIGR02924	muscle	isocitrate dehydrogenase	NA	isocitrate dehydrogenase	icd	ICDH_alpha	473	403.25 403.25	561.35 561.35
TIGR02381	TIGR02381	clustalw	cold shock domain protein CspD	PFAM; PF00313; CSD	cold shock domain protein CspD	cspD	cspD	68	113.00 113.00	115.40 115.40
TIGR04017	TIGR04017	muscle	colanic acid biosynthesis glycosyltransferase WcaA	NA	colanic acid biosynthesis glycosyl transferase WcaA	wcaA	WcaA	279	495.55 495.55	495.75 495.75
TIGR02011	TIGR02011	clustalw	iron-sulfur cluster assembly protein IscA	HAMAP; MF_01429; 29 of 30	iron-sulfur cluster assembly protein IscA	iscA	IscA	105	133.30 133.30	150.60 150.60
TIGR03733	TIGR03733	muscle_manual	lantibiotic protection ABC transporter permease subunit, MutG family	NA	lantibiotic protection ABC transporter permease subunit, MutG family	NA	lanti_perm_MutG	248	79.10 79.10	117.20 117.20
TIGR01613	TIGR01613	clustalw_manual	phage/plasmid primase, P4 family, C-terminal domain	NA	phage/plasmid primase, P4 family, C-terminal domain	NA	primase_Cterm	304	99.35 99.35	108.70 108.70
TIGR02989	TIGR02989	muscle	RNA polymerase sigma-70 factor, Rhodopirellula/Verrucomicrobium family	NA	RNA polymerase sigma-70 factor, Rhodopirellula/Verrucomicrobium family	NA	Sig-70_gvs1	158	115.20 115.20	124.55 124.55
TIGR02421	TIGR02421	clustalw	conserved hypothetical protein	NA	conserved hypothetical protein	NA	QEGLA	368	158.35 158.35	338.65 338.65
TIGR02803	TIGR02803	clustalw	TonB system transport protein ExbD	NA	TonB system transport protein ExbD, group 1	exbD	ExbD_1	122	130.80 130.80	152.95 152.95
TIGR03374	TIGR03374	muscle_manual	1-pyrroline dehydrogenase	BRENDA; 1.5.1.35	1-pyrroline dehydrogenase	ydcW	ABALDH	472	475.65 475.65	909.30 909.30
TIGR01629	TIGR01629	clustalw_manual	phage/plasmid replication protein, gene II/X family	NA	phage/plasmid replication protein, gene II/X family	NA	rep_II_X	407	21.00 21.00	29.00 29.00
TIGR01118	TIGR01118	clustalw	galactose-6-phosphate isomerase, LacA subunit	HAMAP; MF_01555; 39 of 40	galactose-6-phosphate isomerase, LacA subunit	lacA	lacA	141	172.55 172.55	181.10 181.10
TIGR01229	TIGR01229	clustalw_manual	arginase	NA	arginase	rocF	rocF_arginase	300	108.90 108.90	227.60 227.60
TIGR02088	TIGR02088	clustalw	isopropylmalate/isohomocitrate dehydrogenases	NA	isopropylmalate/isohomocitrate dehydrogenases	NA	LEU3_arch	324	342.85 342.85	409.80 409.80
TIGR02197	TIGR02197	clustalw_manual	ADP-glyceromanno-heptose 6-epimerase	HAMAP; MF_01601; 105 of 107	ADP-L-glycero-D-manno-heptose-6-epimerase	rfaD	heptose_epim	316	199.70 199.70	274.60 274.60
TIGR01120	TIGR01120	clustalw	ribose 5-phosphate isomerase B	NA	ribose 5-phosphate isomerase B	rpiB	rpiB	143	135.75 135.75	138.65 138.65
TIGR01689	TIGR01689	clustalw	capsule biosynthesis phosphatase	NA	capsule biosynthesis phosphatase	NA	EcbF-BcbF	126	47.80 47.80	162.00 162.00
TIGR01973	TIGR01973	clustalw	NADH dehydrogenase (quinone), G subunit	NA	NADH-quinone oxidoreductase, chain G	nuoG	NuoG	606	439.55 439.55	470.05 470.05
TIGR02602	TIGR02602	clustalw	exosortase	NA	exosortase	xrt	8TM_EpsH	241	53.70 53.70	105.55 105.55
TIGR01625	TIGR01625	clustalw	AspT/YidE/YbjL antiporter duplication domain	HAMAP; MF_01016; 43 of 44	AspT/YidE/YbjL antiporter duplication domain	NA	YidE_YbjL_dupl	154	51.80 51.80	71.95 71.95
TIGR03927	TIGR03927	muscle_manual	type VII secretion protein EssA	NA	type VII secretion protein EssA	essA	T7SS_EssA_Firm	151	30.00 30.00	32.45 32.45
TIGR01856	TIGR01856	clustalw	histidinol phosphate phosphatase, HisJ family	NA	histidinol phosphate phosphatase, HisJ family	NA	hisJ_fam	252	38.60 38.60	90.20 90.20
TIGR03406	TIGR03406	muscle_manual	probable FeS assembly SUF system protein SufT	PFAM; PF01883; DUF59; Domain of unknown function	probable FeS assembly SUF system protein SufT	sufT	FeS_long_SufT	174	153.30 153.30	202.60 202.60
TIGR01487	TIGR01487	clustalw	phosphoglycolate phosphatase, TA0175-type	HAMAP; MF_01419; 28 of 28	phosphoglycolate phosphatase, TA0175-type	NA	Pglycolate_arch	215	108.70 108.70	122.75 122.75
TIGR00207	TIGR00207	clustalw	flagellar motor switch protein FliG	SWISSPROT; P15933	flagellar motor switch protein FliG	fliG	fliG	338	159.70 159.70	226.70 226.70
TIGR01634	TIGR01634	clustalw_manual	phage tail protein I	HAMAP; MF_00612; 1 of 71	phage tail protein, P2 protein I family	NA	tail_P2_I	139	24.00 24.00	30.05 30.05
TIGR03832	TIGR03832	muscle_manual	tyrosine 2,3-aminomutase	NA	tyrosine 2,3-aminomutase	cmdF	Tyr_2_3_mutase	507	492.70 492.70	501.00 501.00
TIGR00542	TIGR00542	NA	putative hexulose-6-phosphate isomerase	HAMAP; MF_01951; 18 of 19	hexulose-6-phosphate isomerase, putative	NA	hxl6Piso_put	279	188.50 188.50	272.15 272.15
TIGR01728	TIGR01728	clustalw_manual	ABC transporter, substrate-binding protein, aliphatic sulfonates family	NA	ABC transporter, substrate-binding protein, aliphatic sulfonates family	NA	SsuA_fam	290	156.80 156.80	163.50 163.50
TIGR01103	TIGR01103	clustalw	flagellar biosynthetic protein FliP	NA	flagellar biosynthetic protein FliP	fliP	fliP	197	192.40 192.40	217.45 217.45
TIGR02917	TIGR02917	muscle	putative PEP-CTERM system TPR-repeat lipoprotein	NA	putative PEP-CTERM system TPR-repeat lipoprotein	prsT	PEP_TPR_lipo	899	217.45 217.45	312.20 312.20
TIGR01157	TIGR01157	clustalw	photosynthetic reaction center L subunit	NA	photosynthetic reaction center L subunit	pufL	pufL	239	206.65 206.65	266.20 266.20
TIGR00165	TIGR00165	clustalw_manual	ribosomal protein S18	HAMAP; MF_00270; 691 of 708	ribosomal protein S18	rpsR	S18	70	17.85 17.85	38.75 38.75
TIGR01575	TIGR01575	clustalw	ribosomal-protein-alanine acetyltransferase	NA	ribosomal-protein-alanine acetyltransferase	rimI	rimI	132	82.65 82.65	86.40 86.40
TIGR01163	TIGR01163	clustalw	ribulose-phosphate 3-epimerase	COGS; COG0036	ribulose-phosphate 3-epimerase	rpe	rpe	211	96.90 96.90	212.60 212.60
TIGR00041	TIGR00041	msa_tigr	thymidylate kinase	HAMAP; MF_00165; 403 of 408	thymidylate kinase	tmk	DTMP_kinase	196	76.70 76.70	83.25 83.25
TIGR03576	TIGR03576	muscle_manual	pyridoxal phosphate enzyme, MJ0158 family	NA	pyridoxal phosphate enzyme, MJ0158 family	NA	pyridox_MJ0158	346	96.10 96.10	304.45 304.45
TIGR04328	TIGR04328	muscle_manual	CRISPR-associated protein Cas4, subtype PREFRAN	NA	CRISPR-associated protein Cas4, subtype PREFRAN	cas4	cas4_PREFRAN	178	60.00 60.00	70.00 70.00
TIGR00279	TIGR00279	clustalw	ribosomal protein L10.e	HAMAP; MF_00448; 21 of 42	ribosomal protein L10.e	rplJ	L10e	172	101.70 101.70	223.55 223.55
TIGR00013	TIGR00013	msa_tigr	4-oxalocrotonate tautomerase family enzyme	EXPERIMENAL; SP|Q01468; Pseudomonas putida	4-oxalocrotonate tautomerase family enzyme	dmpI	taut	64	31.50 31.50	56.90 56.90
TIGR03651	TIGR03651	muscle_manual	circular bacteriocin, circularin A/uberolysin family	NA	circular bacteriocin, circularin A/uberolysin family	NA	circ_ocin_uber	73	24.85 24.85	30.70 30.70
TIGR02267	TIGR02267	clustalw	DUSAM domain	NA	DUSAM domain	NA	TIGR02267	123	40.00 40.00	60.00 60.00
TIGR01160	TIGR01160	clustalw	translation initiation factor SUI1	NA	translation initiation factor SUI1, eukaryotic	NA	SUI1_MOF2	110	47.90 47.90	143.90 143.90
TIGR02134	TIGR02134	clustalw	transaldolase	NA	transaldolase	NA	transald_staph	236	193.65 193.65	281.95 281.95
TIGR00956	TIGR00956	clustalw_manual	pleiotropic drug resistance family protein	NA	Pleiotropic Drug Resistance (PDR) Family protein	NA	3a01205	1394	1905.05 1905.05	1959.00 1959.00
TIGR01298	TIGR01298	clustalw	ribonuclease T	HAMAP; MF_00157; 80 of 81	ribonuclease T	rnt	RNaseT	200	60.20 60.20	246.20 246.20
TIGR01310	TIGR01310	clustalw_manual	60S ribosomal protein L7	NA	60S ribosomal protein L7, eukaryotic	NA	L7	236	92.30 92.30	254.00 254.00
TIGR03591	TIGR03591	clustalw_manual	polyribonucleotide nucleotidyltransferase	NA	polyribonucleotide nucleotidyltransferase	pnp	polynuc_phos	689	344.60 344.60	525.05 525.05
TIGR03899	TIGR03899	muscle_manual	TIGR03899 family protein	NA	TIGR03899 family protein	NA	TIGR03899	250	106.05 106.05	155.65 155.65
TIGR03340	TIGR03340	muscle	phosphonate utilization associated putative membrane protein	NA	phosphonate utilization associated putative membrane protein	NA	phn_DUF6	281	199.35 199.35	288.15 288.15
TIGR03183	TIGR03183	muscle	putative sulfurtransferase DndC	NA	putative sulfurtransferase DndC	dndC	DNA_S_dndC	447	218.70 218.70	290.40 290.40
TIGR01243	TIGR01243	clustalw_manual	AAA family ATPase, CDC48 subfamily	NA	AAA family ATPase, CDC48 subfamily	NA	CDC48	733	727.30 727.30	802.65 802.65
TIGR04266	TIGR04266	muscle	NDMA-dependent methanol dehydrogenase	NA	NDMA-dependent methanol dehydrogenase	mdo	NDMA_methanol	420	400.00 400.00	625.00 625.00
TIGR03594	TIGR03594	muscle_manual	ribosome-associated GTPase EngA	NA	ribosome-associated GTPase EngA	engA	GTPase_EngA	432	230.20 230.20	306.70 306.70
TIGR00615	TIGR00615	NA	recombination protein RecR	HAMAP; MF_00017; 468 of 476	recombination protein RecR	recR	recR	196	113.30 113.30	162.55 162.55
TIGR01135	TIGR01135	clustalw_manual	glutamine-fructose-6-phosphate transaminase (isomerizing)	HAMAP; MF_00164; 148 of 150	glucosamine--fructose-6-phosphate aminotransferase (isomerizing)	glmS	glmS	607	302.90 302.90	418.05 418.05
TIGR02525	TIGR02525	clustalw	plasmid transfer ATPase TraJ	NA	plasmid transfer ATPase TraJ	traJ	plasmid_TraJ	372	368.15 368.15	368.30 368.30
TIGR00562	TIGR00562	clustalw	protoporphyrinogen oxidase	NA	protoporphyrinogen oxidase	hemG	proto_IX_ox	470	73.05 73.05	97.85 97.85
TIGR02686	TIGR02686	clustalw	conjugative relaxase domain	NA	conjugative relaxase domain, TrwC/TraI family	NA	relax_trwC	286	34.30 34.30	145.50 145.50
TIGR01431	TIGR01431	clustalw_manual	adenosine deaminase-related growth factor	PFAM; PF00962; A_deaminase	adenosine deaminase-related growth factor	NA	adm_rel	479	139.50 139.50	315.00 315.00
TIGR02677	TIGR02677	clustalw	TIGR02677 family protein	NA	TIGR02677 family protein	NA	TIGR02677	494	75.70 75.70	165.85 165.85
TIGR03510	TIGR03510	muscle_manual	XapX domain	NA	XapX domain	NA	XapX	49	19.95 19.95	27.80 27.80
TIGR03933	TIGR03933	muscle_manual	intercellular adhesin biosynthesis polysaccharide N-deacetylase	NA	intercellular adhesin biosynthesis polysaccharide N-deacetylase	icaB	PIA_icaB	245	200.10 200.10	248.35 248.35
TIGR00984	TIGR00984	clustalw_manual	mitochondrial import inner membrane, translocase subunit	URL; http://www-biology.ucsd.edu/~msaier/transport/3_A_8.html	mitochondrial import inner membrane, translocase subunit	NA	3a0801s03tim44	376	466.05 466.05	552.35 552.35
TIGR02786	TIGR02786	clustalw_manual	double-strand break repair protein AddB	NA	double-strand break repair protein AddB, alphaproteobacterial type	addB	addB_alphas	1024	458.40 458.40	486.50 486.50
TIGR02598	TIGR02598	clustalw_manual	Verru_Chthon cassette protein B	NA	Verru_Chthon cassette protein B	vccB	TIGR02598	151	26.95 26.95	51.40 51.40
TIGR01718	TIGR01718	clustalw	uridine phosphorylase	NA	uridine phosphorylase	udp	Uridine-psphlse	245	209.40 209.40	280.30 280.30
TIGR03844	TIGR03844	muscle_manual	cysteate synthase	NA	cysteate synthase	NA	cysteate_syn	398	215.80 215.80	324.90 324.90
TIGR01834	TIGR01834	clustalw_manual	poly(R)-hydroxyalkanoic acid synthase, class III, PhaE subunit	NA	poly(R)-hydroxyalkanoic acid synthase, class III, PhaE subunit	phaE	PHA_synth_III_E	324	74.30 74.30	154.95 154.95
TIGR04353	TIGR04353	muscle_manual	PqqD family protein, HPr-rel-A system	NA	PqqD family protein, HPr-rel-A system	NA	PqqD_rel_X	74	34.00 34.00	35.00 35.00
TIGR03892	TIGR03892	muscle_manual	thiazolylpeptide-type bacteriocin precursor	NA	thiazolylpeptide-type bacteriocin precursor	NA	thiopep_precurs	44	21.35 20.75	25.00 25.00
TIGR02586	TIGR02586	clustalw	CRISPR-associated protein Cas5/DevS, subtype MYXAN	NA	CRISPR-associated protein Cas5/DevS, subtype MYXAN	cas5	cas_devS	183	58.30 58.30	111.50 111.50
TIGR00501	TIGR00501	clustalw	methionine aminopeptidase, type II	NA	methionine aminopeptidase, type II	map	met_pdase_II	295	184.60 184.60	222.65 222.65
TIGR00168	TIGR00168	clustalw	translation initiation factor IF-3	HAMAP; MF_00080; 236 of 238	translation initiation factor IF-3	infC	infC	165	57.90 57.90	69.25 69.25
TIGR00382	TIGR00382	clustalw	ATP-dependent Clp protease, ATP-binding subunit ClpX	HAMAP; MF_00175; 433 of 438	endopeptidase Clp ATP-binding regulatory subunit (clpX)	clpX	clpX	414	178.75 178.75	370.75 370.75
TIGR01883	TIGR01883	clustalw	peptidase T-like protein	NA	peptidase T-like protein	NA	PepT-like	361	174.05 174.05	274.25 274.25
TIGR04127	TIGR04127	clustalw_manual	exosortase F-associated protein	NA	exosortase F-associated protein	NA	flavo_near_exo	136	25.00 25.00	35.00 35.00
TIGR03492	TIGR03492	muscle_manual	conserved hypothetical protein	NA	conserved hypothetical protein	NA	TIGR03492	396	49.25 49.25	219.20 219.20
TIGR00018	TIGR00018	msa_tigr	pantoate--beta-alanine ligase	HAMAP; MF_01349; 24 of 27	pantoate--beta-alanine ligase	panC	panC	283	77.60 77.60	212.75 212.75
TIGR00099	TIGR00099	clustalw	Cof-like hydrolase	HAMAP; MF_01847; 32 of 33	Cof subfamily of IIB subfamily of haloacid dehalogenase superfamily	NA	Cof-subfamily	256	100.65 100.65	137.00 137.00
TIGR00784	TIGR00784	clustalw_manual	citrate transporter	URL; http://www-biology.ucsd.edu/~msaier/transport/2_A_11.html	citrate transporter, CitMHS family	NA	citMHS	431	232.90 232.90	259.70 259.70
TIGR04173	TIGR04173	muscle_manual	PIP-CTERM protein sorting domain	NA	PIP-CTERM protein sorting domain	NA	PIP_CTERM	27	25.00 25.00	30.00 30.00
TIGR00787	TIGR00787	clustalw_manual	TRAP transporter solute receptor, DctP family	URL; http://www-biology.ucsd.edu/~msaier/transport/2_A_56.html	tripartite ATP-independent periplasmic transporter solute receptor, DctP family	NA	dctP	257	154.05 154.05	175.05 175.05
TIGR03805	TIGR03805	muscle_manual	parallel beta-helix repeat-containing protein	NA	parallel beta-helix repeat-containing protein	NA	beta_helix_1	314	107.30 107.30	141.50 141.50
TIGR03902	TIGR03902	muscle_manual	rhombosortase	PFAM; PF01694; peptidase, S54 (rhomboid) family	rhomboid family GlyGly-CTERM serine protease	rrtA	rhom_GG_sort	154	78.00 78.00	84.00 84.00
TIGR00298	TIGR00298	clustalw	2-phosphosulfolactate phosphatase	HAMAP; MF_00490; 27 of 46	2-phosphosulfolactate phosphatase	comB	TIGR00298	216	119.70 119.70	175.05 175.05
TIGR03299	TIGR03299	muscle_manual	phage/plasmid-like protein TIGR03299	NA	phage/plasmid-like protein TIGR03299	NA	LGT_TIGR03299	312	102.35 102.35	110.70 110.70
TIGR02888	TIGR02888	muscle	sporulation protein, YlmC/YmxH family	PFAM; PF05239; PRC; PRC-barrel domain	sporulation protein, YlmC/YmxH family	NA	spore_YlmC_YmxH	76	43.00 43.00	44.20 44.20
TIGR02367	TIGR02367	clustalw	pyrrolysine--tRNA ligase, C-terminal region	HAMAP; MF_01573; 6 of 6	pyrrolysyl-tRNA synthetase, C-terminal region	pylS	PylS_Cterm	242	177.85 177.85	178.15 178.15
TIGR01627	TIGR01627	clustalw_manual	uncharacterized plant-specific domain TIGR01627	NA	uncharacterized plant-specific domain TIGR01627	NA	A_thal_3515	225	81.05 81.05	149.85 149.85
TIGR01262	TIGR01262	clustalw_manual	maleylacetoacetate isomerase	EXPERIMENTAL; SP|O43708; Homo sapiens	maleylacetoacetate isomerase	maiA	maiA	211	104.00 104.00	171.05 171.05
TIGR00148	TIGR00148	clustalw	UbiD family decarboxylase	HAMAP; MF_01636; 114 of 117	UbiD family decarboxylase	ubiD	TIGR00148	438	15.90 15.90	244.85 244.85
TIGR00556	TIGR00556	NA	phosphopantetheine--protein transferase domain	HAMAP; MF_00101; 389 of 394	phosphopantetheine--protein transferase domain	NA	pantethn_trn	128	32.00 32.00	45.35 45.35
TIGR01323	TIGR01323	clustalw	nitrile hydratase, alpha subunit	EXCEPTION; GP|3142158; thiocyanate hydrolase gamma subunit; Thiobacillus thioparus	nitrile hydratase, alpha subunit	nthA	nitrile_alph	189	239.05 239.05	249.85 249.85
TIGR02902	TIGR02902	muscle	ATP-dependent protease LonB	NA	ATP-dependent protease LonB	lonB	spore_lonB	531	595.10 595.10	723.30 723.30
TIGR01943	TIGR01943	clustalw	electron transport complex, RnfABCDGE type, A subunit	HAMAP; MF_00459; 79 of 80	electron transport complex, RnfABCDGE type, A subunit	NA	rnfA	190	210.30 210.30	229.30 229.30
TIGR01078	TIGR01078	clustalw	arginine deiminase	HAMAP; MF_00242; 94 of 98	arginine deiminase	arcA	arcA	408	433.20 433.20	489.10 489.10
TIGR01015	TIGR01015	clustalw	homogentisate 1,2-dioxygenase	HAMAP; MF_00334; 57 of 58	homogentisate 1,2-dioxygenase	hmgA	hmgA	429	61.60 61.60	510.75 510.75
